"bskyUsername","bskyPostHash","action","author","handle","text","timestamp"
"anagha00@umd.edu","123c425a-9d5a-5b7e-bec5-6407d3065565","Reposted by @emrazz.bsky.social","Kat Tenbarge","kattenbarge.bsky.social","The white men fantasizing about the return of American manufacturing don’t actually think they or their kids will be working in the factories. This is their American individual idealism at work: they believe there will always be someone else working hard for their benefit","2025-04-04T02:51:43.706Z"
"anagha00@umd.edu","124f3e32-3710-5668-a469-139298c02079","New Post","NBC News","nbcnews.com","""While Trump campaigned on a pledge to lower prices for struggling Americans, his tariffs are expected to increase the cost of everything from kids’ shoes to fresh produce.""","2025-04-04T00:45:05Z"
"anagha00@umd.edu","12b4c723-9c1e-52d2-a8f3-31aa33ed5296","New Post","NBC News","nbcnews.com","""An investigation is underway after an Amtrak train struck and killed three people who were on the tracks in Bucks County, Pennsylvania, officials say. ""","2025-04-04T10:07:05Z"
"anagha00@umd.edu","12da2595-675b-5e1f-8913-c57ed77ffab6","New Post","NBC News","nbcnews.com","""Casandra Ventura filed a civil lawsuit against Sean 'Diddy' Combs. In the run-up to Combs’ trial, scheduled to start in May, here’s a look at what preceded the legal inquiry.""","2025-04-05T13:15:06Z"
"anagha00@umd.edu","1326ec3b-d70e-563d-bb86-135afa618a10","New Post","NBC News","nbcnews.com","A Columbia University student activist who led campus pro-Palestinian rallies and is now fighting the Trump administration's deportation efforts is urging students to continue demonstrations and protests.","2025-04-05T15:15:05Z"
"anagha00@umd.edu","1429240d-7850-5261-a50a-9558e9c7b6cf","New Post","NBC News","nbcnews.com","""A California man will plead guilty to trying to assassinate Supreme Court Justice Brett Kavanaugh at his home in a suburb of Washington, D.C, nearly three years ago, the defendant’s attorneys says.""","2025-04-06T09:30:06Z"
"anagha00@umd.edu","149c5d9c-f837-50ac-9089-f2d20a72f439","New Post","NBC News","nbcnews.com","""NEW: Senior Defense officials are considering a proposal to withdraw as many as 10,000 troops from Eastern Europe, U.S. and European officials say. ""","2025-04-08T11:48:05Z"
"anagha00@umd.edu","149e771a-edf5-551c-ade1-8024d4e0f2e9","Reposted by @emrazz.bsky.social","Brendel","brendelbored.bsky.social","Imagine having your job and retirement and entire economic system hinging on random tweets because power has been completely vested in a handful of five completely insane people and nothing they do has any coherence other than harming people lol HAHAHAHA lol hahaaaaa","2025-04-07T14:36:46.310Z"
"anagha00@umd.edu","14ef339f-c96c-5616-8b1a-bc37f3c8d753","New Post","NBC News","nbcnews.com","""BREAKING: The Dow plummets 2,000+ points in Friday trading following China's retaliatory tariffs of an additional 34% on all U.S. imports; now down 3,700+ points in past two days. nbcnews.app.link/Ilri4A1hiSb""","2025-04-04T18:55:00.175Z"
"anagha00@umd.edu","15ccd23b-08cc-525c-89ed-46e0792ea461","New Post","""Science Friday ""","scifri.bsky.social","The London Zoo is working to conserve a unique frog that incubates its young in its vocal sacs. \n\nLearn more: www.youtube.com/watch?v=fs1S...","2025-04-03T22:57:24.827Z"
"anagha00@umd.edu","1674f568-964a-5422-9867-49647b3e347e","New Post","""Science Friday ""","scifri.bsky.social","NASA plans to decommission the International Space Station by the end of 2030. @lorengrush.bsky.social joins us to discuss what comes next—and how private companies will be involved.","2025-04-04T19:40:04.240Z"
"anagha00@umd.edu","16b01f21-4a2b-5b9b-b231-795ee414bab4","New Post","NBC News","nbcnews.com","""Anita Rachvelishvili sues the Metropolitan Opera and her union, alleging the company unlawfully terminated her contracts because of a vocal issue that developed after she gave birth.""","2025-04-08T14:45:05Z"
"anagha00@umd.edu","16de1d17-3096-5253-a6c7-8454c39c2287","New Post","NBC News","nbcnews.com","Meghan Markle reveals in the first episode of her new podcast that she suffered from postpartum preeclampsia.","2025-04-08T16:45:05Z"
"anagha00@umd.edu","1708cd70-11af-528a-90f3-36628ffbf1c3","New Post","NBC News","nbcnews.com","""Gunmen have killed at least 52 people and displaced nearly 2,000 others over several days of attacks in Nigeria’s northern Plateau state, which has a history of violence between farmers and cattle herders, the national emergency agency says.""","2025-04-07T12:58:53Z"
"anagha00@umd.edu","17228e29-eb0b-59c1-9f41-f6a03beec865","New Post","NBC News","nbcnews.com","""Lori Vallow Daybell, the """"doomsday mom"""" who received multiple life sentences for the murders of her two children and romantic rival, will be back in court on Monday for opening statements in a separate trial over the death of her fourth husband.""","2025-04-07T12:11:40Z"
"anagha00@umd.edu","17499a4d-7638-53e9-8f7a-0318a107d509","New Post","feminist next door","emrazz.bsky.social","Continually reminded that a major portion of the internet is completely oblivious to how life changing adderall is for hundreds of thousands people with adhd and that virtually no one who flippantly compares it to coke has any remote idea what cocaine use or adderall abuse actually looks like.","2025-04-05T04:53:43.828Z"
"anagha00@umd.edu","1766f8ca-e3f8-5167-a3a2-75748130edbe","New Post","NBC News","nbcnews.com","""House Republicans vote to block a bipartisan push to allow lawmakers who are new parents to vote remotely rather than in person, officially ending a GOP standoff over an issue that had ground legislative business to a halt for the past week.""","2025-04-08T20:15:05Z"
"anagha00@umd.edu","17991601-d88d-54ed-8989-1389a4d51699","New Post","Pop Base","popbase.tv","‘eternal sunshine’ becomes Ariana Grande’s longest-running #1 album on the Billboard 200. (3 weeks)","2025-04-06T19:15:21.445Z"
"anagha00@umd.edu","1818bada-57d3-5499-980a-168c4b0b17fe","New Post","NBC News","nbcnews.com","""The European Union is preparing further countermeasures against U.S. tariffs if negotiations fail, according to European Commission President Ursula von der Leyen. ""","2025-04-03T04:52:05Z"
"anagha00@umd.edu","19141fca-229d-53f7-a783-f24a0f8be916","New Post","NBC News","nbcnews.com","Prosecutors are seeking more than seven years in prison for disgraced former U.S. Rep. George Santos after he pleaded guilty to federal fraud and identity theft charges.","2025-04-05T16:00:10Z"
"anagha00@umd.edu","19196455-80cd-52e2-a74c-198025f0e10f","New Post","""Science Friday ""","scifri.bsky.social","Today on #SciFriLive 📻","2025-04-04T14:49:45.587Z"
"anagha00@umd.edu","194bc2fb-6ec2-5062-854c-cc9052ba47bd","New Post","Pop Base","popbase.tv","🔗: www.thedailybeast.com/obsessed/woo...","2025-04-06T19:31:20.631Z"
"anagha00@umd.edu","1a85161a-1109-5afe-aa0a-43d49894bdc8","New Post","NBC News","nbcnews.com","""Global stocks on Tuesday clawed back a fraction of their enormous recent losses, with the turmoil from the Trump administration's announcement of sweeping global tariffs last week calming in financial markets if not in the political arena. ""","2025-04-08T10:51:50Z"
"anagha00@umd.edu","1a896058-1cea-5bb1-a431-e6639f99dc61","New Post","NBC News","nbcnews.com","""Stay in LA, a grassroots effort to help keep productions in Los Angeles, held its first in-person rally Sunday after months of organizing.""","2025-04-07T06:14:57Z"
"anagha00@umd.edu","1bbba0ae-81cb-5694-a944-e7f44dd088d8","New Post","NBC News","nbcnews.com","""Microsoft terminated the employment of two software engineers who protested at company events on Friday over the Israeli military’s use of the company’s artificial intelligence products, according to documents viewed by CNBC.""","2025-04-08T03:15:05Z"
"anagha00@umd.edu","1c12999d-0d6f-5f98-bfbd-8722c9db2032","New Post","BBC Newsnight","bbcnewsnight.bsky.social","“The view in Downing Street right now is not one of celebration but it is phew.”\n \nNewsnight Political Editor Nick Watt says the government believes the relatively low levy on the UK vindicates the PM’s cautious approach \n\n#Newsnight","2025-04-03T11:28:06.057Z"
"anagha00@umd.edu","1c73fde3-432e-5962-9f26-eab319c61803","Reposted by @emrazz.bsky.social","","lakerat61.bsky.social","#HandsOff in a small town in ruby red Alabama","2025-04-05T14:30:58.160Z"
"anagha00@umd.edu","1d29d55a-8d51-5218-bdc7-9341970c2593","Reposted by @emrazz.bsky.social","Cooper Lund","cooperlund.online","""I do not understand why you would fantasize a future where your child works with its hands instead of having a computer job. A computer job is undeniably a better outcome, it’s why people jump through all kinds of hoops to have a computer job.""","2025-04-04T00:56:44.267Z"
"anagha00@umd.edu","1e918619-0511-5198-9b2a-b318d51b7d9d","New Post","feminist next door","emrazz.bsky.social","""Trump is crashing the global economy, ramping a trade war that China now vows to “fight til the end,” the EU has closed ranks and proposed 25% reciprocals, CNBC is airing Shark Tank, and the last 90 min of prime time MSNBC has only touched on it as a fight with Elon.\n\nWhat the fuck are we doing.""","2025-04-08T02:09:42.861Z"
"anagha00@umd.edu","1f2e6220-d590-5f73-9802-97049d70f384","Reposted by @emrazz.bsky.social","Mike Williams","mwilli.bsky.social","""Portland, ME showed up. #HandsOff""","2025-04-05T15:17:47.824Z"
"anagha00@umd.edu","20778bd0-ccef-5e5a-95fc-20617c253320","New Post","Quite Interesting","qi.com","There are 109 journeys between Tube stations that are quicker on foot than by train.","2025-04-03T12:50:36.328Z"
"anagha00@umd.edu","20e343ce-a7f1-5c3c-9264-817d05e8a0f7","New Post","NBC News","nbcnews.com","The leader of Haiti’s transitional presidential council promises new measures to stop rampant gang violence in the country.","2025-04-04T16:30:07Z"
"anagha00@umd.edu","20f2d8eb-6c8e-5923-aae7-0ddab8f4cd8b","New Post","Pop Base","popbase.tv","‘Last Friday Night (T.G.I.F)’ by Katy Perry debuts at #190 on the Global Spotify chart with 1.198 million streams.","2025-04-06T13:30:53.729Z"
"anagha00@umd.edu","2101b458-fb40-5e46-a7c1-b3054b811dde","New Post","NBC News","nbcnews.com","BREAKING: National Security Agency director Timothy Haugh and his deputy director are fired from their roles at the intelligence gathering service.","2025-04-04T03:24:32Z"
"anagha00@umd.edu","22314e7b-eabc-5354-9e32-e673e248e0e0","Reposted by @emrazz.bsky.social","News Eye","newseye.bsky.social","Wow Chicago! \n\n#HandsOff #FiftyFiftyOne\n\n(🎥 Marco Foster)","2025-04-05T19:21:27.031Z"
"anagha00@umd.edu","223b6d95-34b9-5c74-a38e-955477db7dbe","New Post","NBC News","nbcnews.com","""Sen. Markwayne Mullin suggests on X that journalists would write """"less false stories"""" if violence were still used to handle disputes.""","2025-04-07T01:00:08Z"
"anagha00@umd.edu","2288977c-c044-5788-a479-453d1ab8f8f9","New Post","NBC News","nbcnews.com","""BREAKING: Supreme Court temporarily pauses a judge's order that the Trump administration must bring back the man accidentally deported to an El Salvador jail by midnight. ""","2025-04-07T20:25:58Z"
"anagha00@umd.edu","22ebadd9-24ad-5ef4-abc3-5009994c6b25","New Post","Quite Interesting","qi.com","""The original draft of Ian Fleming’s Live and Let Die mentioned James Bond eating scrambled eggs so often that a proof reader suggested Bond would be easily caught, should any pursuer enter a restaurant and ask ‘Was there a man here eating scrambled eggs?’""","2025-04-04T15:35:40.927Z"
"anagha00@umd.edu","236df4dd-f02c-5611-82fe-5479e48f46a0","New Post","NBC News","nbcnews.com","""The “American Sublime” show, which opens April 9, solidifies realist painter Amy Sherald as one of the most important living artists in America.""","2025-04-03T04:45:06Z"
"anagha00@umd.edu","23c5db7f-00be-5115-8725-cefbbea2168c","New Post","NBC News","nbcnews.com","""The U.S.’s 2022 average tariff rate was 2.72%. \n\nBut after Trump's tariff announcement, the average tariff rate is projected at 29%.\n\nCountries listed like Turkey and Switzerland have higher tariffs than the 2022 U.S. rate, but far lower than the projected 29%.\n\nMore: nbcnews.app.link/4luuitLqiSb""","2025-04-04T16:15:05Z"
"anagha00@umd.edu","243e6703-081e-59f7-9fbb-95475c4f0080","Reposted by @emrazz.bsky.social","Hillary Monahan","hillarymonahan.bsky.social","Men who don't choose to be single hate women who choose to be single and 50% of the abuse on the internet can be summed up with this statement.","2025-04-05T03:31:36.341Z"
"anagha00@umd.edu","247654d5-31b5-58cd-a929-f28d54b12ba0","New Post","NBC News","nbcnews.com","""The artist who painted a portrait of President Trump for the Colorado State Capitol says her livelihood is """"in danger of not recovering"""" after Trump accused her of distorting his image.""","2025-04-06T15:45:06Z"
"anagha00@umd.edu","247796ba-f061-5c9f-a357-db6aaabb08cc","New Post","NBC News","nbcnews.com","""Over the years, Elton John has publicly dissed Madonna, which she said “hurt” her. But following their latest reunion, she said all is well with them now.""","2025-04-08T05:45:05Z"
"anagha00@umd.edu","249fb4d6-a47d-5be5-959f-44524d42dc8f","New Post","Pop Base","popbase.tv","""China says it will not bow to Trump’s tariff threats, threatening countermeasures and saying it will “fight to the end.”""","2025-04-08T03:04:58.775Z"
"anagha00@umd.edu","262a887e-56e2-5350-abbf-17a503b4f997","New Post","NBC News","nbcnews.com","""The addition of low levels of fluoride to drinking water was long considered one of the greatest public health achievements of the last century. Now, RFK Jr. says he plans to tell the CDC to stop recommending the practice.""","2025-04-08T01:30:06Z"
"anagha00@umd.edu","2682a55b-3c41-54c4-a68f-9cca0b85cd90","New Post","NBC News","nbcnews.com","""Florida investigators identify a pair of teenagers whose bodies were found in an airliner's landing gear after a New York City-to-Fort Lauderdale flight back in January, officials say.""","2025-04-08T15:00:07Z"
"anagha00@umd.edu","2745902e-8b76-5184-9b56-31bcc5f29636","New Post","NBC News","nbcnews.com","""Citing war in Ukraine, dozens of groups call on NHL to reject hockey matchups with Russian league.""","2025-04-08T04:00:07Z"
"anagha00@umd.edu","27f4c9af-c921-5617-ae5f-d479eeea2a1d","New Post","NBC News","nbcnews.com","""Steve Kornacki: Susan Crawford’s 10-point win is a landslide compared to the last three presidential races in Wisconsin, all of which were decided by less than 1 point. \n\nThe mismatch in intensity between the two parties is the reason why.""","2025-04-06T08:00:07Z"
"anagha00@umd.edu","28d363d9-1d59-52cb-92b8-5e8cd865e154","New Post","NBC News","nbcnews.com","""A weekend of heavy rainfall and deadly flash flooding continues for parts of the South and Midwest, with around 34 million people under flood alerts.""","2025-04-06T16:00:14Z"
"anagha00@umd.edu","290b865a-9db6-54c3-af74-a441ed5f99df","Reposted by @emrazz.bsky.social","D. Earl Stephens","dearlstephens.bsky.social","""🇺🇸 Absolutely insane crowd here in Madison, Wisconsin — the Capital of Democracy!\n\n#Handsoff""","2025-04-05T18:06:03.479Z"
"anagha00@umd.edu","295ed042-66e9-5b1e-af98-793fdc408067","New Post","NBC News","nbcnews.com","""Amsterdam police said a car caught fire on the central Dam Square on Thursday afternoon following an explosion in the vehicle. ""","2025-04-03T13:18:17Z"
"anagha00@umd.edu","297f69d4-f340-504a-a980-b6fb2f67f52e","New Post","","anagha00.bsky.social","hi","2025-04-03T23:09:04.551Z"
"anagha00@umd.edu","2a34f787-ebcc-514a-87cb-fe2a67559ad8","New Post","Pop Base","popbase.tv","""Jenna Ortega and Glen Powell are set to start filming an upcoming fantasy film, written and directed by J. J. Abrams.""","2025-04-07T12:47:36.739Z"
"anagha00@umd.edu","2a40a1ea-899e-582f-8d51-76b8865caf3d","New Post","NBC News","nbcnews.com","""A surge in federal government job cuts contribute to a near record-setting pace for announced layoffs in March, exceeded only by when the country shut down in 2020 for the pandemic, according to a report from job placement firm Challenger, Gray & Christmas.""","2025-04-05T00:00:11Z"
"anagha00@umd.edu","2a8e21cd-3e40-5844-af8d-3e7bac1d4775","Reposted by @nbcnews.com","Lawrence Hurley","lawrencehurley.bsky.social","So much for that imminent deal....\nwww.nbcnews.com/politics/pol...","2025-04-04T17:52:59.072Z"
"anagha00@umd.edu","2b9bcbfa-461f-5f5e-a7e0-35bfcb4a6224","New Post","BBC Newsnight","bbcnewsnight.bsky.social","""IN FULL: """"Has President Trump just started a global trade war?""""\n\n@vicderbyshire.bsky.social clashes with Sebastian Gorka, Deputy Assistant to Donald Trump, on the President’s tariffs. \n\n#Newsnight\n\nyoutube.com/watch?v=tARpyzv9hRA""","2025-04-03T12:17:14.258Z"
"anagha00@umd.edu","2c7379a0-0e15-5554-8590-791e3d05d17b","New Post","NBC News","nbcnews.com","""Ts Madison, a reality TV personality and LGBTQ advocate, opened a reentry house in Atlanta this week for formerly incarcerated Black transgender women.""","2025-04-06T11:00:08Z"
"anagha00@umd.edu","2d834d30-6715-5f6f-baef-48c2fda18efa","New Post","NBC News","nbcnews.com","""Jaguar Land Rover will pause shipments of its Britain-made cars to the United States for a month, it says, as it considers how to mitigate the cost of President Trump’s 25% tariff.""","2025-04-06T03:00:08Z"
"anagha00@umd.edu","2e9939e7-ba48-54d3-a9fa-c5265b6bff1b","New Post","Pop Base","popbase.tv","‘Espresso’ by Sabrina Carpenter rises 6 spots to #13 on the Global Spotify chart with 3.32 million streams.\n\nIt also rises 7 spots to #28 on US Spotify with 712k streams.","2025-04-06T13:30:01.494Z"
"anagha00@umd.edu","2eee7128-40f3-5ed2-872b-8efbbf1a8518","New Post","Pop Base","popbase.tv","🔗: www.hollywoodreporter.com/movies/movie...","2025-04-03T20:00:23.625Z"
"anagha00@umd.edu","2f062c81-aef8-56c9-b8af-79f5db71addc","Reposted by @emrazz.bsky.social","Teddy Wilson","reportbywilson.bsky.social","""White dudes are just bored, that’s why we need to destroy the economy.""","2025-04-05T00:25:46.158Z"
"anagha00@umd.edu","3025a85b-7c39-5f79-be85-b6e823946a17","Reposted by @emrazz.bsky.social","Liz S 💙","whohooted.bsky.social","""#HandsOff quad cities, Iowa""","2025-04-05T16:56:20.272Z"
"anagha00@umd.edu","305ee6e1-679f-53d7-8328-881a822de861","New Post","Pop Base","popbase.tv","""One year ago today, Chappell Roan released ‘Good Luck, Babe!’""","2025-04-05T06:46:12.900Z"
"anagha00@umd.edu","308bb5f9-96ad-5757-a10c-9473a9f7c2d7","New Post","Pop Base","popbase.tv","""7 years ago today, Cardi B released her debut album ‘Invasion of Privacy.’""","2025-04-06T18:50:36.510Z"
"anagha00@umd.edu","3141036d-8482-58d7-aff7-dbec99eccf63","Reposted by @emrazz.bsky.social","The Onion","theonion.com","CNBC Hosts Sit In Stunned Silence For 19th Consecutive Hour","2025-04-03T20:30:00.000Z"
"anagha00@umd.edu","31aa52fa-c993-5d86-abb2-6d49f9ef9644","New Post","NBC News","nbcnews.com","""Live updates: Markets, economists and U.S. allies react to Trump's expansive new tariffs.""","2025-04-03T03:23:10Z"
"anagha00@umd.edu","31e68671-d346-5029-b95e-73fcdafa1a10","Reposted by @emrazz.bsky.social","Elephants and Stars","elephantsandstars.bsky.social","""Could you imagine actually having """"fuck you"""" money but still being too scared to say it when it mattered?""","2025-04-07T16:50:09.785Z"
"anagha00@umd.edu","324634b7-b16f-5dea-ba4c-cabc6f89d390","Reposted by @scifri.bsky.social","Bassey Ebenso","b-ebenso.bsky.social","""New research shows that since 1990, pollen season in North America has grown by 20 days & gotten 20% more intense, with the greatest increases in Texas & the Midwest. This is because climate change is triggering plants’ internal timing to produce pollen earlier & the problem is expected to get worse""","2025-04-04T19:05:08.694Z"
"anagha00@umd.edu","32661485-dc4f-5ef7-926a-71bcb46bbac9","New Post","NBC News","nbcnews.com","""Treasury Secretary Scott Bessent dismisses concerns Americans might be having about a potential impending recession and the status of their retirement plans, saying that President Trump and his administration are """"building the long-term economic fundamentals for prosperity.""""""","2025-04-06T15:30:07Z"
"anagha00@umd.edu","32a1444c-0898-505e-b2e8-c739871a00c1","New Post","NBC News","nbcnews.com","""Theodore McCarrick, a once-powerful Catholic cardinal who was defrocked by Pope Francis in 2019 after a Vatican investigation determined he sexually molested adults and children, died at age 94, according to Archbishop of Washington Robert McElroy.""","2025-04-07T04:00:07Z"
"anagha00@umd.edu","32b22bed-49ed-5b44-aaa7-0257e11d2cd1","New Post","NBC News","nbcnews.com","""Apple is one of the most exposed companies to a trade war, analyst say, due largely to its reliance on China, which is facing sizable tariffs.""","2025-04-08T04:45:05Z"
"anagha00@umd.edu","32c98b4a-4ea1-5967-a859-c125f342ca01","New Post","Pop Base","popbase.tv","Happy 52nd birthday to Adam Scott.","2025-04-03T09:18:50.132Z"
"anagha00@umd.edu","33327281-8679-52fb-bf27-c435ddb4e4ae","New Post","NBC News","nbcnews.com","Court documents shed light on how a warden acquired Idaho's lethal injection drugs offsite on a rural road while attempting to maintain confidentiality.","2025-04-04T18:45:05Z"
"anagha00@umd.edu","33677e8f-5543-580c-a469-7e2ae59c1ad6","New Post","NBC News","nbcnews.com","""The death toll from flooding that cut access to over half of the Congolese capital of Kinshasa has reached 33, authorities say.""","2025-04-08T11:15:10Z"
"anagha00@umd.edu","33cc9e5b-2acf-5e6c-9393-52e2c8398abf","New Post","NBC News","nbcnews.com","""A procession carrying the coffins of four American soldiers who died during a training exercise in Lithuania will proceed past the capital’s cathedral square Thursday. ""","2025-04-03T09:34:05Z"
"anagha00@umd.edu","34a08dc0-5332-5dd8-9193-b34649f728e8","New Post","NBC News","nbcnews.com","""NEW: The Trump administration is considering launching drone strikes on drug cartels in Mexico, according to six current and former U.S. military, law enforcement and intelligence officials. ""","2025-04-08T11:31:58Z"
"anagha00@umd.edu","34e6108b-afec-584c-aef2-778a19bd1303","New Post","feminist next door","emrazz.bsky.social","Big how dare you energy","2025-04-05T03:34:27.557Z"
